Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Region III (Central Luzon),PH030000000,Bataan,PH030800000,dinalupihan,PH030804000,115505,116868,118040,119021,119750,120411
Region III (Central Luzon),PH030000000,Bataan,PH030800000,hermosa,PH030805000,75309,77327,79360,81409,83495,85555
Region III (Central Luzon),PH030000000,Bataan,PH030800000,limay,PH030806000,80001,82607,85255,87945,90704,93457
Region III (Central Luzon),PH030000000,Bataan,PH030800000,mariveles,PH030807000,142996,145635,148073,150311,152385,154188
Region III (Central Luzon),PH030000000,Bataan,PH030800000,morong,PH030808000,33829,34661,35495,36333,37184,38020
Region III (Central Luzon),PH030000000,Bataan,PH030800000,orani,PH030809000,72753,73941,75113,76268,77425,78530
Region III (Central Luzon),PH030000000,Bataan,PH030800000,orion,PH030810000,60544,61461,62362,63247,64132,64971
Region III (Central Luzon),PH030000000,Bataan,PH030800000,pilar,PH030811000,43766,43854,43937,44013,44093,44149
Region III (Central Luzon),PH030000000,Bataan,PH030800000,samal,PH030812000,36939,37014,37083,37147,37214,37261
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,angat,PH031401000,62201,62599,62929,63189,63381,63504
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,balagtas (bigaa),PH031402000,82388,84207,86059,87943,89866,91817
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,baliuag,PH031403000,153886,154417,154856,155202,155457,155619
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,bocaue,PH031404000,132639,135415,138238,141108,144032,146995
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,bulacan,PH031405000,81374,82020,82555,82980,83296,83500
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,bustos,PH031406000,70587,71064,71459,71771,72002,72149
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,calumpit,PH031407000,114249,114988,115599,116082,116438,116664
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,guiguinto,PH031408000,106343,107235,107974,108559,108992,109270
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,hagonoy,PH031409000,132436,132792,133087,133321,133493,133604
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,city of malolos (capital),PH031410000,264322,265971,267333,268409,269202,269706
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,marilao,PH031411000,244554,247635,250196,252236,253761,254760
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,city of meycauayan,PH031412000,215648,216533,217263,217840,218264,218533
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,norzagaray,PH031413000,115875,116487,116991,117388,117679,117862
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,obando,PH031414000,60053,60170,60267,60344,60402,60440
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,pandi,PH031415000,117313,122157,126708,130966,134940,138610
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,paombong,PH031416000,54947,55170,55354,55499,55606,55674
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,plaridel,PH031417000,111495,111993,112404,112728,112966,113115
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,pulilan,PH031418000,109875,112533,115228,117959,120735,123540
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,san ildefonso,PH031419000,114627,116721,118825,120940,123072,125208
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,city of san jose del monte,PH031420000,717084,746118,775160,804212,833353,862424
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,san miguel,PH031421000,165495,167058,168356,169389,170159,170661
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,san rafael,PH031422000,102953,104074,105006,105749,106305,106670
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,santa maria,PH031423000,291422,296207,300215,303444,305901,307572
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,doña remedios trinidad,PH031424000,24913,25219,25473,25676,25828,25928
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,aliaga,PH034901000,69488,70763,72059,73378,74723,76086
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,bongabon,PH034902000,69108,70156,71218,72296,73391,74498
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,cabanatuan city,PH034903000,333077,339722,346493,353390,360434,367583
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,cabiao,PH034904000,86165,87697,89255,90838,92452,94087
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,carranglan,PH034905000,45311,46212,47129,48064,49018,49986
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,cuyapo,PH034906000,70866,72113,73379,74667,75979,77309
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,gabaldon (bitulok & sabani),PH034907000,38628,39323,40030,40749,41481,42223
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,city of gapan,PH034908000,119348,121274,123229,125213,127233,129275
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,general mamerto natividad,PH034909000,46916,48065,49241,50444,51677,52934
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,general tinio (papaya),PH034910000,53387,54586,55811,57061,58341,59642
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,guimba,PH034911000,133282,136472,139734,143070,146488,149969
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,jaen,PH034912000,79493,80840,82208,83598,85013,86446
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,laur,PH034913000,39254,40029,40818,41622,42442,43275
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,licab,PH034914000,30362,30809,31262,31721,32188,32659
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,llanera,PH034915000,43321,44096,44884,45685,46502,47330
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,lupao,PH034916000,46682,47292,47910,48535,49169,49809
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,science city of muñoz,PH034917000,87628,88931,90252,91592,92953,94329
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,nampicuan,PH034918000,16699,17078,17465,17861,18266,18678
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,palayan city (capital),PH034919000,45012,45865,46733,47616,48518,49432
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,pantabangan,PH034920000,32579,33146,33723,34309,34906,35511
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,peñaranda,PH034921000,32425,32968,33519,34078,34648,35225
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,quezon,PH034922000,44692,45575,46474,47390,48325,49274
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,rizal,PH034923000,71409,72997,74619,76275,77969,79692
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,san antonio,PH034924000,82644,83655,84678,85712,86760,87816
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,san isidro,PH034925000,55502,56327,57164,58012,58874,59744
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,san jose city,PH034926000,150263,152495,154758,157052,159384,161740
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,san leonardo,PH034927000,72883,74530,76213,77931,79689,81479
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,santa rosa,PH034928000,74522,75593,76677,77776,78893,80021
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,santo domingo,PH034929000,65373,66998,68661,70363,72108,73887
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,talavera,PH034930000,137692,140464,143290,146169,149109,152094
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,talugtug,PH034931000,26475,27051,27639,28238,28852,29475
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,zaragoza,PH034932000,54928,56129,57354,58605,59884,61185
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,angeles city,PH035401000,510473,530140,549676,569081,588409,607553
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,apalit,PH035402000,114097,114960,115696,116302,116782,117133
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,arayat,PH035403000,145637,147624,149451,151116,152626,153970
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,bacolor,PH035404000,48608,50416,52209,53985,55750,57494
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,candaba,PH035405000,120665,122106,123414,124586,125627,126529
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,floridablanca,PH035406000,139929,142494,144914,147190,149326,151312
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,guagua,PH035407000,123305,124087,124731,125237,125606,125837
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,lubao,PH035408000,170416,171789,172971,173961,174762,175369
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,mabalacat city,PH035409000,288295,295127,301699,308010,314076,319865
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,macabebe,PH035410000,80749,81473,82106,82648,83100,83460
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,magalang,PH035411000,122612,124127,125505,126746,127855,128823
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,masantol,PH035412000,61659,62387,63046,63636,64159,64611
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,mexico,PH035413000,161913,162855,163616,164197,164598,164818
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,minalin,PH035414000,51357,51926,52437,52890,53287,53625
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,porac,PH035415000,137549,139783,141870,143809,145607,147251
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,city of san fernando (capital),PH035416000,326719,329695,332305,334546,336426,337932
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,san luis,PH035417000,58886,59662,60373,61019,61601,62117
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,san simon,PH035418000,58044,58837,59566,60232,60834,61371
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,santa ana,PH035419000,58199,58617,58971,59258,59482,59639
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,santa rita,PH035420000,43074,43355,43588,43774,43911,44000
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,santo tomas,PH035421000,42777,43102,43378,43606,43786,43918
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,sasmuan (sexmoan),PH035422000,28661,28774,28881,28980,29074,29160
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,anao,PH036901000,12180,12296,12406,12511,12611,12705
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,bamban,PH036902000,76808,78044,79194,80258,81240,82133
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,camiling,PH036903000,86185,86751,87307,87852,88389,88914
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,capas,PH036904000,155154,157668,160008,162173,164171,165988
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,concepcion,PH036905000,169002,171507,173845,176014,178023,179856
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,gerona,PH036906000,91931,92727,93491,94221,94921,95585
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,la paz,PH036907000,67011,67558,68086,68593,69081,69548
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,mayantoc,PH036908000,34494,34887,35257,35604,35931,36234
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,moncada,PH036909000,59344,59664,59985,60306,60631,60955
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,paniqui,PH036910000,97439,98309,99141,99934,100694,101413
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,pura,PH036911000,24455,24602,24748,24892,25035,25177
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,ramos,PH036912000,22440,22637,22825,23006,23178,23342
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,san clemente,PH036913000,12799,12839,12883,12931,12982,13037
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,san manuel,PH036914000,26703,26922,27133,27335,27531,27717
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,santa ignacia,PH036915000,51353,52006,52620,53192,53726,54218
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,city of tarlac (capital),PH036916000,366859,371081,375061,378794,382299,385548
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,victoria,PH036917000,67431,68089,68716,69309,69873,70403
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,san jose,PH036918000,38549,38952,39333,39694,40034,40352
Region III (Central Luzon),PH030000000,Zambales,PH037100000,botolan,PH037101000,60687,61163,61596,61986,62333,62637
Region III (Central Luzon),PH030000000,Zambales,PH037100000,cabangan,PH037102000,27164,27502,27816,28108,28378,28624
Region III (Central Luzon),PH030000000,Zambales,PH037100000,candelaria,PH037103000,29232,29578,29899,30196,30470,30718
Region III (Central Luzon),PH030000000,Zambales,PH037100000,castillejos,PH037104000,84174,87970,91725,95439,99121,102752
Region III (Central Luzon),PH030000000,Zambales,PH037100000,iba (capital),PH037105000,54050,54640,55186,55689,56149,56565
Region III (Central Luzon),PH030000000,Zambales,PH037100000,masinloc,PH037106000,50894,51418,51903,52348,52753,53117
Region III (Central Luzon),PH030000000,Zambales,PH037100000,olongapo city,PH037107000,243668,245334,246835,248172,249345,250352
Region III (Central Luzon),PH030000000,Zambales,PH037100000,palauig,PH037108000,36420,36647,36851,37032,37188,37320
Region III (Central Luzon),PH030000000,Zambales,PH037100000,san antonio,PH037109000,36046,36301,36548,36787,37017,37239
Region III (Central Luzon),PH030000000,Zambales,PH037100000,san felipe,PH037110000,24223,24385,24532,24662,24775,24873
Region III (Central Luzon),PH030000000,Zambales,PH037100000,san marcelino,PH037111000,35275,35530,35760,35965,36147,36304
Region III (Central Luzon),PH030000000,Zambales,PH037100000,san narciso,PH037112000,29602,29796,29970,30124,30258,30373
Region III (Central Luzon),PH030000000,Zambales,PH037100000,santa cruz,PH037113000,62201,62875,63498,64072,64596,65070
Region III (Central Luzon),PH030000000,Zambales,PH037100000,subic,PH037114000,120618,123483,126231,128861,131379,133774
Region III (Central Luzon),PH030000000,Aurora,PH037700000,baler (capital),PH037701000,43191,43873,44537,45183,45812,46421
Region III (Central Luzon),PH030000000,Aurora,PH037700000,casiguran,PH037702000,24761,24819,24866,24902,24928,24942
Region III (Central Luzon),PH030000000,Aurora,PH037700000,dilasag,PH037703000,16020,16048,16072,16093,16111,16126
Region III (Central Luzon),PH030000000,Aurora,PH037700000,dinalungan,PH037704000,11640,11682,11717,11744,11764,11776
Region III (Central Luzon),PH030000000,Aurora,PH037700000,dingalan,PH037705000,27421,27774,28112,28438,28750,29047
Region III (Central Luzon),PH030000000,Aurora,PH037700000,dipaculao,PH037706000,31736,32081,32405,32708,32992,33254
Region III (Central Luzon),PH030000000,Aurora,PH037700000,maria aurora,PH037707000,43321,43795,44250,44688,45110,45513
Region III (Central Luzon),PH030000000,Aurora,PH037700000,san luis,PH037708000,29440,29768,30064,30327,30559,30758
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,agoncillo,PH041001000,40177,40594,41007,41416,41823,42224
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,alitagtag,PH041002000,26862,27172,27481,27787,28093,28395
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,balayan,PH041003000,99574,101412,103263,105127,107009,108900
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,balete,PH041004000,25137,25655,26179,26708,27243,27783
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,batangas city (capital),PH041005000,353179,357866,362543,367211,371881,376528
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,bauan,PH041006000,101376,103486,105619,107775,109959,112160
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,calaca,PH041007000,93814,96386,99009,101681,104410,107182
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,calatagan,PH041008000,60763,61636,62510,63384,64261,65135
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,cuenca,PH041009000,34188,34458,34722,34982,35238,35487
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,ibaan,PH041010000,57360,58255,59153,60053,60957,61862
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,laurel,PH041011000,43192,43966,44745,45529,46321,47114
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,lemery,PH041012000,104842,107318,109830,112378,114970,117590
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,lian,PH041013000,59641,61128,62640,64176,65740,67325
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,lipa city,PH041014000,384553,395863,407419,419222,431302,443596
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,lobo,PH041015000,45984,46920,47866,48821,49787,50761
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,mabini,PH041016000,47825,48128,48422,48708,48988,49258
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,malvar,PH041017000,67799,70378,73037,75777,78605,81506
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,mataasnakahoy,PH041018000,31101,31484,31865,32244,32622,32998
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,nasugbu,PH041019000,145523,147856,150197,152545,154907,157271
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,padre garcia,PH041020000,51576,52232,52886,53538,54189,54836
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,rosario,PH041021000,127909,130211,132529,134861,137215,139577
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,san jose,PH041022000,85549,87346,89163,91001,92862,94739
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,san juan,PH041023000,123522,126716,129966,133271,136642,140059
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,san luis,PH041024000,35501,35974,36447,36918,37390,37859
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,san nicolas,PH041025000,24617,25026,25437,25849,26265,26681
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,san pascual,PH041026000,71160,72337,73517,74703,75897,77092
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,santa teresita,PH041027000,25234,26147,27086,28052,29047,30067
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,santo tomas,PH041028000,252494,270626,289895,310302,331908,354593
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,taal,PH041029000,61052,62017,62985,63955,64931,65907
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,talisay,PH041030000,51213,52470,53748,55045,56366,57703
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,city of tanauan,PH041031000,194972,199548,204190,208897,213683,218522
